AFCODI,CVCVEN,CVCPRO,CVDPRO,CVPVEN,CVPPUB,CVSCO1,CVSCO2,CVDVAL,AFFPRZ,AFAIVA,AFDVA1,AFPEU1,CVCPAG
043231012,DG,0117299,"DUTASTERIDE DOC*30CPS 0,5MG",0,0,"38,35",0,205012310,,10,20170720,00008380,
044094011,DG,0118119,"BOSENTAN ABDI*56CPR RIV 62,5MG",0,0,"38,35",0,205012310,,10,20180119,00425000,
044094023,DG,0118120,BOSENTAN ABDI*56CPR RIV 125MG,0,0,"38,35",0,205012310,,10,20180119,00425000,
036853024,DG,0118134,LANSOPRAZOLO DOC*28CPS 15MG,0,0,"38,35",0,205012310,,10,20170805,00006720,
036853048,DG,0118135,LANSOPRAZOLO DOC*28CPS 30MG,0,0,"38,35",0,205012310,,10,20170805,00010750,
043720034,DG,0118136,PANTOPRAZOLO DOC*28CPR 20MG,0,0,"38,35",0,205012310,,10,20170822,00005920,
043720059,DG,0118137,PANTOPRAZOLO DOC*28CPR 40MG,0,0,"38,35",0,205012310,,10,20170822,00010940,
044802041,DG,0118167,RAMIPRIL AML DOC*30CPS 5+5MG,0,0,"38,35",0,205012310,,10,20170820,00006120,
044802066,DG,0118168,RAMIPRIL AML DOC*30CPS 5+10MG,0,0,"38,35",0,205012310,,10,20170820,00008040,
044802080,DG,0118169,RAMIPRIL AML DOC*30CPS 10+5MG,0,0,"38,35",0,205012310,,10,20170820,00007220,
044802104,DG,0118170,RAMIPRIL AML DOC*30CPS 10+10MG,0,0,"38,35",0,205012310,,10,20170820,00009140,
045284027,DG,0118748,ALENDRONATO COLE DOC*4CPR70MG+,0,0,"38,35",0,205012310,,10,20170908,00013600,
040274058,DG,0119075,ACIDO FOLICO DOC*120CPR 5MG,0,0,"38,35",0,205012310,,10,20200214,00009740,
044322016,DG,0119387,"NEBIVOLOLO ID DOC*28CPR 5+12,5",0,0,"38,35",0,205012310,,10,20171005,00005970,
044322028,DG,0119388,NEBIVOLOLO ID DOC*28CPR 5+25MG,0,0,"38,35",0,205012310,,10,20171005,00005970,
045284015,DG,0120016,ALENDRONATO COLE DOC*4CPR2800U,0,0,"38,35",0,205012310,,10,20180712,00011230,
043862010,DG,0120118,"ZOFENOPRIL ID DOC*28CPR30+12,5",0,0,"38,35",0,205012310,,10,20170615,00010410,
045276019,DG,0120206,"ENTECAVIR DOC*30x1CPR RIV0,5MG",0,0,"38,35",0,205012310,,10,20251130,00170000,
045276033,DG,0120208,ENTECAVIR DOC*30x1CPR RIV 1MG,0,0,"38,35",0,205012310,,10,20180119,00180000,
044915015,DG,0120455,OMEGA 3 DOC*20CPS MOLLI 1G 85%,0,0,"38,35",0,205012310,,10,20171202,00010170,
042754061,DG,0120497,COLECALCIFEROLO DOC*2FL50000UI,0,0,"38,35",0,205012310,,10,20180113,00012000,
044810024,DG,0120636,ROSUVASTATINA DOC*28CPR RIV5MG,0,0,"38,35",0,205012310,,10,20171231,00005350,
044810036,DG,0120637,ROSUVASTATINA DOC*28CPR RIV10,0,0,"38,35",0,205012310,,10,20171231,00006500,
044810063,DG,0120638,ROSUVASTATINA DOC*28CPR RIV20,0,0,"38,35",0,205012310,,10,20171231,00009830,
044810075,DG,0120639,ROSUVASTATINA DOC*28CPR RIV40,0,0,"38,35",0,205012310,,10,20171231,00010230,
037654023,DG,0123897,CETIRIZINA DOC*OS GTT 20ML,0,0,"38,35",0,205012310,,10,20180126,00005900,
044345039,DG,0125028,"BIMADOC*COLL30FL0,4ML 0,3MG/ML",0,0,"38,35",0,205012310,,10,20180206,00017470,
044326015,DG,0125029,CLOZAPINA DOC*28CPR 25MG,0,0,"38,35",0,205012310,,10,20170805,00005380,
044326027,DG,0125030,CLOZAPINA DOC*28CPR 100MG,0,0,"38,35",0,205012310,,10,20180511,00019500,
045468028,DG,0125031,ENALAPRIL LER DOC*28CPR20+10MG,0,0,"38,35",0,205012310,,10,20180907,00007930,
044672044,DG,0125886,IVABRADINA DOC*56CPR RIV 5MG,0,0,"38,35",0,205012310,,10,20180408,00019800,
044672069,DG,0125887,"IVABRADINA DOC*56CPR RIV 7,5MG",0,0,"38,35",0,205012310,,10,20180408,00019800,
044595015,DG,0127986,EZETIMIBE DOC*30CPR 10MG,0,0,"38,35",0,205012310,,10,20180417,00021160,
038092045,DG,0128531,AMLODIPINA DOC*30CPR 10MG,0,0,"38,35",0,205012310,,10,20181024,00005730,
037626153,DG,0128532,RAMIPRIL ID DOC*28CPR 5MG+25MG,0,0,"38,35",0,205012310,,10,20220216,00003570,
037621226,DG,0128533,RAMIPRIL DOC*28CPR DIV 5MG,0,0,"38,35",0,205012310,,10,20220216,00003280,
037626052,DG,0128534,"RAMIPRIL ID DOC*28CPR 2,5+12,5",0,0,"38,35",0,205012310,,10,20181028,00002850,
044985024,DG,0128899,DILIVAS*28CPR 10MG,0,0,"38,35",0,205012310,,10,20171231,00006500,
044985036,DG,0128900,DILIVAS*28CPR 20MG,0,0,"38,35",0,205012310,,10,20171231,00009830,
044985048,DG,0128901,DILIVAS*28CPR 40MG,0,0,"38,35",0,205012310,,10,20171231,00010230,
044985012,DG,0128902,DILIVAS*28CPR 5MG,0,0,"38,35",0,205012310,,10,20171231,00005350,
033551021,DG,0064128,ACICLOVIR DOC*25 CPR 400 MG,0,0,"38,35",0,205012310,,10,20110421,00009010,
033551060,DG,0064129,ACICLOVIR DOC*OS SOSP 100ML 8%,0,0,"38,35",0,205012310,,10,20110421,00013900,
041938174,DG,0065046,CELECOXIB DOC*20CPS 200MG,0,0,"38,35",0,205012310,,10,20151002,00007000,
033727025,DG,0075078,DICLOFENAC DOC 21CPR 100MG R.P,0,0,"38,35",0,205012310,,10,20110421,00004820,
033727013,DG,0075079,DICLOFENAC DOC 30CPR 75MG R.P.,0,0,"38,35",0,205012310,,10,20110421,00004830,
033789013,DG,0075080,ATENOLOLO DOC 14CPR 100MG,0,0,"38,35",0,205012310,,10,20220216,00002540,
034255048,DG,0075082,VERAPAMIL DOC*30 CPS 240 MG,0,0,"38,35",0,205012310,,10,20110101,00009140,
033788011,DG,0075083,PIROXICAM DOC 30CPS 20MG,0,0,"38,35",0,205012310,,10,20110101,00003430,
034110015,DG,0075085,TICLOPIDINA DOC*30CPR 250MG,0,0,"38,35",0,205012310,,10,20120323,00003270,
034255036,DG,0075145,VERAPAMIL DOC*30 CPS 120 MG,0,0,"38,35",0,205012310,,10,20110101,00004500,
033555020,DG,0075146,FLUOXETINA DOC OS 60ML 20MG5ML,0,0,"38,35",0,205012310,,10,20100109,00009060,
043074020,DG,0079835,"ALMOTRIPTAN DOC*6CPR RIV12,5MG",0,0,"38,35",0,205012310,,10,20141223,00017360,
042754022,DG,0080026,"COLECALCIFEROLO DOC*OS SOL2,5M",0,0,"38,35",0,205012310,,10,20150110,00004500,
042754010,DG,0080027,COLECALCIFEROLO DOC*OS GTT10ML,0,0,"38,35",0,205012310,,10,20150110,00004500,
042711010,DG,0080028,PARACETAMOLO COD DOC*16CPR,0,0,"38,35",0,205012310,,10,20150113,00003160,
042373011,DG,0081075,SEVELAMER DOC*180CPR RIV 800MG,0,0,"38,35",0,205012310,,10,20161014,00117000,
040274019,DG,0081182,ACIDO FOLICO DOC G*20CPR 5MG,0,0,"38,35",0,205012310,,10,20150211,00002440,
043109038,DG,0084509,IBUPROFENE DOC*30CPR RIV 600MG,0,0,"38,35",0,205012310,,10,20150513,00003720,
043109026,DG,0084740,IBUPROFENE DOC*30CPR RIV 400MG,0,0,"38,35",0,205012310,,10,20150513,00002780,
040718037,DG,0086060,DESLORATADINA DOC*20CPRRIV 5MG,0,0,"38,35",0,205012310,,10,20170924,00004110,
043544016,DG,0086551,FLECAINIDE DOC*20CPR 100MG,0,0,"38,35",0,205012310,,10,20150430,00006140,
043695055,DG,0086580,QUETIAPINA DOC*60CPR 50MG RP,0,0,"38,35",0,205012310,,10,20150702,00031490,
043695117,DG,0086581,QUETIAPINA DOC*60CPR 150MG RP,0,0,"38,35",0,205012310,,10,20150702,00047830,
043695170,DG,0086582,QUETIAPINA DOC*60CPR 200MG RP,0,0,"38,35",0,205012310,,10,20150702,00063760,
043695295,DG,0086583,QUETIAPINA DOC*60CPR 400MG RP,0,0,"38,35",0,205012310,,10,20150702,00095640,
043695232,DG,0086584,QUETIAPINA DOC*60CPR 300MG RP,0,0,"38,35",0,205012310,,10,20150702,00071880,
043674035,DG,0087847,PREGABALIN DOC G*14CPS 75MG,0,0,"38,35",0,205012310,,10,20150822,00004890,
043674047,DG,0087848,PREGABALIN DOC G*56CPS 75MG,0,0,"38,35",0,205012310,,10,20150822,00019560,
043674062,DG,0087850,PREGABALIN DOC G*14CPS 150MG,0,0,"38,35",0,205012310,,10,20150822,00007310,
043674074,DG,0087851,PREGABALIN DOC G*56CPS 150MG,0,0,"38,35",0,205012310,,10,20240223,00028190,
043674098,DG,0087852,PREGABALIN DOC G*56CPS 300MG,0,0,"38,35",0,205012310,,10,20150822,00043790,
043674011,DG,0087909,PREGABALIN DOC G*14CPS 25MG,0,0,"38,35",0,205012310,,10,20150908,00001970,
039066535,DG,0087926,METFORMINA DOC*50CPR RIV 500MG,0,0,"38,35",0,205012310,,10,20150909,00001970,
039066509,DG,0087927,METFORMINA DOC*30CPR RIV 500MG,0,0,"38,35",0,205012310,,10,20150909,00001270,
039066687,DG,0087928,METFORMINA DOC*30CPR RIV 850MG,0,0,"38,35",0,205012310,,10,20150909,00002230,
039066889,DG,0087929,METFORMINA DOC*60CPR RIV1000MG,0,0,"38,35",0,205012310,,10,20150909,00003640,
043458025,DG,0088189,LACIDIPINA DOC*28CPR RIV 4MG,0,0,"38,35",0,205012310,,10,20150826,00009120,
043458037,DG,0088190,LACIDIPINA DOC*14CPR RIV 6MG,0,0,"38,35",0,205012310,,10,20150826,00006790,
042249019,DG,0088855,BRINZOLAMIDE DOC*COLL 1FL 5ML,0,0,"38,35",0,205012310,,10,20150923,00006920,
043337029,DG,0089143,ALLOPURINOLO DOC*30CPR 300MG,0,0,"38,35",0,205012310,,10,20151027,00002050,
042962047,DG,0089924,BISOPROLOLO DOC*28CPR 5MG,0,0,"38,35",0,205012310,,10,20151112,00004480,
043595038,DG,0090394,DULOXETINA DOC*7CPS GASTR30MG,0,0,"38,35",0,205012310,,10,20151204,00002190,
043595040,DG,0090395,DULOXETINA DOC*28CPS GASTR30MG,0,0,"38,35",0,205012310,,10,20151125,00008270,
043595065,DG,0090396,DULOXETINA DOC*28CPS GASTR60MG,0,0,"38,35",0,205012310,,10,20160515,00016510,
043401025,DG,0090397,PREDNISONE DOC*20CPR 5MG,0,0,"38,35",0,205012310,,10,20151203,00002540,
043401049,DG,0090398,PREDNISONE DOC*10CPR 25MG,0,0,"38,35",0,205012310,,10,20151203,00004580,
042962035,DG,0090544,"BISOPROLOLO DOC*28CPR 3,75MG",0,0,"38,35",0,205012310,,10,20151204,00002840,
044092043,DG,0090668,EPLERENONE DOC*30CPR RIV 25MG,0,0,"38,35",0,205012310,,10,20170806,00029070,
044092120,DG,0090669,EPLERENONE DOC*30CPR RIV 50MG,0,0,"38,35",0,205012310,,10,20170806,00029070,
042941056,DG,0090710,"FROVATRIPTAN DOC*6CPR RIV2,5MG",0,0,"38,35",0,205012310,,10,20151213,00017190,
042962050,DG,0090828,BISOPROLOLO DOC*28CPR 10MG,0,0,"38,35",0,205012310,,10,20141016,00004910,
043280039,DG,0093117,SIMVASTATINA DOC*28CPR RIV20MG,0,0,"38,35",0,205012310,,10,20160206,00005620,
043436068,DG,0093430,ELETRIPTAN DOC*6CPR RIV 40MG,0,0,"38,35",0,205012310,,10,20160210,00018570,
043730023,DG,0093431,ARIPIPRAZOLO DOC*28CPR 10MG,0,0,"38,35",0,205012310,,10,20210914,00019500,
043730011,DG,0093432,ARIPIPRAZOLO DOC*28CPR 5MG,0,0,"38,35",0,205012310,,10,20210914,00019500,
043730035,DG,0093433,ARIPIPRAZOLO DOC*28CPR 15MG,0,0,"38,35",0,205012310,,10,20210914,00019500,
042962011,DG,0093740,"BISOPROLOLO DOC*28CPR 1,25MG",0,0,"38,35",0,205012310,,10,20151012,00002410,
042962023,DG,0093741,"BISOPROLOLO DOC*28CPR 2,5MG",0,0,"38,35",0,205012310,,10,20210530,00002590,
043337017,DG,0094211,ALLOPURINOLO DOC*50CPR 100MG,0,0,"38,35",0,205012310,,10,20160314,00002070,
040274033,DG,0094781,ACIDO FOLICO DOC*28CPR 5MG,0,0,"38,35",0,205012310,,10,20160325,00003410,
039066699,DG,0094862,METFORMINA DOC*40CPR RIV 850MG,0,0,"38,35",0,205012310,,10,20160401,00002530,
043280054,DG,0095346,SIMVASTATINA DOC*28CPR RIV40MG,0,0,"38,35",0,205012310,,10,20160206,00008810,
043280015,DG,0096579,SIMVASTATINA DOC*20CPR RIV10MG,0,0,"38,35",0,205012310,,10,20160516,00002390,
044257044,DG,0097310,"METOTREXATO DOC*SC 4SIR 7,5MG",0,0,"38,35",0,205012310,,10,20170915,00020790,
044257069,DG,0097311,METOTREXATO DOC*SC 4SIR 10MG,0,0,"38,35",0,205012310,,10,20170915,00026960,
044257107,DG,0097312,METOTREXATO DOC*SC 4SIR 15MG,0,0,"38,35",0,205012310,,10,20160514,00040520,
044257145,DG,0097313,METOTREXATO DOC*SC 4SIR 20MG,0,0,"38,35",0,205012310,,10,20160514,00053600,
044257184,DG,0097314,METOTREXATO DOC*SC 4SIR 25MG,0,0,"38,35",0,205012310,,10,20160514,00065780,
043280027,DG,0097800,SIMVASTATINA DOC*10CPR RIV20MG,0,0,"38,35",0,205012310,,10,20160628,00002480,
044400024,DG,0098041,RASAGILINA DOC*28CPR 1MG,0,0,"38,35",0,205012310,,10,20170806,00057990,
042754046,DG,0098097,COLECALCIFEROLO DOC*2FL OS SOL,0,0,"38,35",0,205012310,,10,20161113,00007000,
043454077,DG,0098493,VORICONAZOLO DOC*28CPR 200MG,0,0,"38,35",0,205012310,,10,20170407,00150000,
043280041,DG,0099089,SIMVASTATINA DOC*10CPR RIV40MG,0,0,"38,35",0,205012310,,10,20160909,00003730,
044257083,DG,0099787,"METOTREXATO DOC*SC 4SIR 12,5MG",0,0,"38,35",0,205012310,,10,20160514,00034140,
044257121,DG,0099788,"METOTREXATO DOC*SC 4SIR 17,5MG",0,0,"38,35",0,205012310,,10,20160514,00047050,
044231013,DG,0105344,ZONISAMIDE DOC*14CPS 25MG,0,0,"38,35",0,205012310,,10,20220216,00002610,
044231025,DG,0105345,ZONISAMIDE DOC*28CPS 50MG,0,0,"38,35",0,205012310,,10,20170615,00007390,
044231037,DG,0105347,ZONISAMIDE DOC*56CPS 100MG,0,0,"38,35",0,205012310,,10,20170615,00035720,
042932044,DG,0105677,MEMANTINA DOC*OS SOL 50ML EROG,0,0,"38,35",0,205012310,,10,20161005,00052720,
044088019,DG,0108182,IMATINIB DOC*120CPS 100MG,0,0,"38,35",0,205012310,,10,20170507,00300000,
040201079,DG,0109381,ESOMEPRAZOLO DOC*28CPS 40MG,0,0,"38,35",0,205012310,,10,20170202,00010920,
042368023,DG,0109617,OLMESARTAN DOC*28CPR RIV 10MG,0,0,"38,35",0,205012310,,10,20170222,00005830,
042368035,DG,0109618,OLMESARTAN DOC*28CPR RIV 20MG,0,0,"38,35",0,205012310,,10,20170222,00008170,
042368047,DG,0109619,OLMESARTAN DOC*28CPR RIV 40MG,0,0,"38,35",0,205012310,,10,20170222,00008170,
044350027,DG,0109737,RUPATADINA DOC*30CPR 10MG,0,0,"38,35",0,205012310,,10,20170211,00006940,
044155012,DG,0109849,ACARBOSIO DOC*40CPR 50MG,0,0,"38,35",0,205012310,,10,20170211,00005630,
044155024,DG,0109850,ACARBOSIO DOC*40CPR 100MG,0,0,"38,35",0,205012310,,10,20170211,00005630,
040799025,DG,0001067,IRBESARTAN ID DOC*28CPR 150+12,0,0,"38,35",0,205012310,,10,20151015,00005770,
040799064,DG,0001068,IRBESARTAN ID DOC*28CPR 300+12,0,0,"38,35",0,205012310,,10,20151015,00007790,
040799102,DG,0001069,IRBESARTAN ID DOC*28CPR 300+25,0,0,"38,35",0,205012310,,10,20151015,00007790,
042456032,DG,0007028,"RIVASTIGMINA DOC*30CER 4,6MG",0,0,"38,35",0,205012310,,10,20201007,00044390,
042456083,DG,0007029,"RIVASTIGMINA DOC*30CER 9,5MG",0,0,"38,35",0,205012310,,10,20201007,00048390,
042245047,DG,0011100,MEMANTINA DOC*56CPR RIV 10MG,0,0,"38,35",0,205012310,,10,20140912,00019000,
042245074,DG,0011103,MEMANTINA DOC*28CPR RIV 20MG,0,0,"38,35",0,205012310,,10,20140912,00019000,
040866016,DG,0012009,TELMISARTAN DOC*28CPR 20MG,0,0,"38,35",0,205012310,,10,20151015,00003800,
040866028,DG,0012011,TELMISARTAN DOC*28CPR 40MG,0,0,"38,35",0,205012310,,10,20151015,00004000,
040866030,DG,0012014,TELMISARTAN DOC*28CPR 80MG,0,0,"38,35",0,205012310,,10,20151015,00005500,
028931018,DG,0012415,ACIDO URSOD.DOC*20CPS 300MG,0,0,"38,35",0,205012310,,10,20200119,00006360,
028931032,DG,0012416,ACIDO URSOD. DOC*20CPS 450MG,0,0,"38,35",0,205012310,,10,20200119,00008970,
042502017,DG,0015070,"TELMISARTAN ID DOC*28CPR40+12,",0,0,"38,35",0,205012310,,10,20151009,00006500,
042502043,DG,0015104,"TELMISARTAN ID DOC*28CPR80+12,",0,0,"38,35",0,205012310,,10,20151015,00007350,
042502056,DG,0015110,TELMISARTAN ID DOC*28CPR 80+25,0,0,"38,35",0,205012310,,10,20151015,00007350,
042563066,DG,0035039,ESCITALOPRAM DOCG*28CPR RIV10M,0,0,"38,35",0,205012310,,10,20151015,00007800,
042563268,DG,0035050,ESCITALOPRAM DOCG*28CPR RIV20M,0,0,"38,35",0,205012310,,10,20140602,00016380,
041838018,DG,0035131,ESCITALOPRAM DOC*GTT OS 15ML,0,0,"38,35",0,205012310,,10,20151015,00007890,
041975020,DG,0035135,ESCITALOPRAM DOC*28CPR ORO10MG,0,0,"38,35",0,205012310,,10,20151015,00007800,
041975044,DG,0035151,ESCITALOPRAM DOC*28CPR ORO20MG,0,0,"38,35",0,205012310,,10,20140602,00016380,
042825012,DG,0036007,OMEGA 3 DOC*20CPS MOLLI 1G 84%,0,0,"38,35",0,205012310,,10,20190712,00010170,
039882117,DG,0038609,TOLTERODINA DOC*28CPR RIV 2MG,0,0,"38,35",0,205012310,,10,20150101,00008580,
040824082,DG,0038620,TOLTERODINA DOC*14CPS 4MG RP,0,0,"38,35",0,205012310,,10,20150106,00008580,
042863011,DG,0040661,"BETAMETASONE DOC*10CPR EFF 0,5",0,0,"38,35",0,205012310,,10,20140714,00001010,
042863023,DG,0040664,BETAMETASONE DOC*10CPR EFF 1MG,0,0,"38,35",0,205012310,,10,20140710,00002080,
041191089,DG,0040764,RIZATRIPTAN DOC*6CPR 10MG,0,0,"38,35",0,205012310,,10,20130302,00014160,
042598033,DG,0046293,EBASTINA DOC*30CPR ORO 10MG,0,0,"38,35",0,205012310,,10,20140827,00007060,
023108184,DG,0057001,AMOXICILLINA DOC 12 CPR 1GR,0,0,"38,35",0,205012310,,10,20120229,00003270,
033578016,DG,0064120,NIMESULIDE*30CPR 100MG DOC,0,0,"38,35",0,205012310,,10,20110101,00002600,
033578042,DG,0064121,NIMESULIDE DOC*30BUST 100MG,0,0,"38,35",0,205012310,,10,20120323,00002360,
033551072,DG,0064122,ACICLOVIR DOC*35 CPR 800 MG,0,0,"38,35",0,205012310,,10,20110421,00025040,
033555018,DG,0064123,FLUOXETINA*12CPS 20MG,0,0,"38,35",0,205012310,,10,20220216,00002550,
033581012,DG,0064125,DILTIAZEM DOC*50 CPR 60 MG,0,0,"38,35",0,205012310,,10,20110421,00004670,
042507020,DG,0014133,ACETILCISTEINA DOC*30BS 600MG,"6,31",0,0,0,205012310,,10,20250101,00012300,
042325023,DG,0015183,ACETILCISTEINA DOC*30CPR EF600,"6,31",0,0,0,205012310,,10,20250101,00012300,
033551045,DG,0064913,ACICLOVIR DOC*CREMA 3G 5%,"3,95",0,0,0,205012310,D,10,20210101,00000000,
044626012,DG,0137922,ACIDO CLODRONICO DOC*6F 100MG,"9,05",0,0,0,205012310,,10,20250101,00019900,
044626024,DG,0137923,ACIDO CLODRONICO DOC*3F 200MG,"10,01",0,0,0,205012310,,10,20250101,00021900,
022975039,DG,9908504,BECLOMETASONE DOC*CREMA 30G,3,0,0,0,205012310,,10,20170201,00007000,
033551058,DG,9944818,ACICLOVIR DOC*CR 10G 5%,"4,5",0,0,0,205012310,,10,20250101,00010700,
038839027,DG,9961020,BETAISTINA DOC G.*50CPR 8MG,"5,16",0,0,0,205012310,,10,20250101,00011900,
038839054,DG,9961021,BETAISTINA DOC G.*20CPR 16MG,"4,2",0,0,0,205012310,,10,20250101,00009900,
040806010,DG,0036051,"BROTIZOLAM DOC*30CPR 0,25MG","5,91",0,0,0,205012310,,10,20250101,00015500,
036109015,DG,9923227,DOMPERIDONE DOC*30CPR 10MG,"2,22",0,0,0,205012310,,10,20250101,00006900,
036934014,DG,9934196,CLOTRIMAZOLO DOC*CREMA 30G 1%,"4,96",0,0,0,205012310,D,10,20210101,00000000,
038782013,DG,9961022,BETAISTINA DOC*20CPR 24MG,"5,61",0,0,0,205012310,,10,20250101,00012900,
041449012,DG,9987290,"ETINILESTR DRO DOC*21CPR0,02+3","7,34",0,0,0,205012310,,10,20250101,00013900,
041317013,DG,9992226,"ETINILESTR DRO DOC*28CPR0,02+3","7,34",0,0,0,205012310,,10,20250101,00013900,
043109014,DG,0119963,IBUPROFENE DOC*10CPR RIV 400MG,1,0,0,0,205012310,,10,20171102,00006000,
043109040,DG,0119965,IBUPROFENE DOC*12CPR RIV 400MG,"2,49",0,0,0,205012310,D,10,20210101,00000000,
037076015,DG,9953006,"GLUCOSAMINA S.DOC.G*20BS 1,5G","6,78",0,0,0,205012310,,10,20250101,00020000,
041450014,DG,9987289,"ETINILESTR DRO DOC*21CPR0,03+3","7,34",0,0,0,205012310,,10,20250101,00013900,
041510013,DG,9991494,FLURBIPROFENE DOC*COLLUT 160ML,4,0,0,0,205012310,D,10,20210101,00000000,
041510025,DG,9991495,FLURBIPROFENE DOC*OS SPRAY15ML,"3,35",0,0,0,205012310,D,10,20230101,00000000,
042461057,DG,0065017,PARACETAMOLO DOC*16CPR 1000MG,"2,69",0,0,0,205012310,,10,20250101,00007900,
043659059,DG,0112645,PARACETAMOLO DOC*16CPR EFF 1G,"2,2",0,0,0,205012310,,10,20170406,00006500,
042461020,DG,0135740,PARACETAMOLO DOC*20CPR 500MG,"1,85",0,0,0,205012310,D,10,20250101,00000000,
042461032,DG,0135742,PARACETAMOLO DOC*30CPR 500MG,"2,17",0,0,0,205012310,D,10,20250101,00000000,
034512018,DG,9924608,LOPERAMIDE DOC*30CPR 2MG,"3,01",0,0,0,205012310,,10,20250101,00008200,
037429014,DG,9953517,"NIMODIPINA DOC G.*GTT 30MG/0,7","6,44",0,0,0,205012310,,10,20250101,00013900,
037850029,DG,9953526,KETOROLAC DOC GEN.*GTT 10ML,"4,21",0,0,0,205012310,,10,20250101,00012500,
043674050,DG,0087849,PREGABALIN DOC G*21CPS 100MG,"14,8",0,0,0,205012310,,10,20210101,00026000,
043659046,DG,0114954,PARACETAMOLO DOC*12CPR EFF 1G,2,0,0,0,205012310,,10,20170529,00004800,
034859025,DG,9914972,PIROXICAM DOC*CREMA 50G 1%,"3,75",0,0,0,205012310,D,10,20210101,00000000,
034471045,DG,9923495,RANITIDINA DOC*10CPR RIV 75MG,"2,5",0,0,0,205012310,,10,20190101,00007000,
042740035,DG,0090769,SILDENAFIL DOC*4CPR RIV 50MG,"16,02",0,0,0,205012310,,10,20250101,00028500,
042740023,DG,0096976,SILDENAFIL DOC*8CPR RIV 25MG,"13,53",0,0,0,205012310,,10,20250101,00024300,
042740047,DG,0097801,SILDENAFIL DOC*8CPR RIV 50MG,"26,8",0,0,0,205012310,,10,20250101,00046800,
042740062,DG,0097802,SILDENAFIL DOC*8CPR RIV100MG,"44,01",0,0,0,205012310,,10,20250101,00077000,
042740011,DG,0105596,SILDENAFIL DOC*4CPR RIV 25MG,"7,73",0,0,0,205012310,,10,20250101,00014500,
042740050,DG,0106139,SILDENAFIL DOC*4CPR RIV100MG,"26,8",0,0,0,205012310,,10,20250101,00046800,
044612036,DG,0119966,TADALAFIL DOC*4CPR RIV 10MG,"14,63",0,0,0,205012310,,10,20250101,00028000,
044612051,DG,0119967,TADALAFIL DOC*4CPR RIV 20MG,"17,69",0,0,0,205012310,,10,20250101,00035000,
044612063,DG,0119968,TADALAFIL DOC*8CPR RIV 20MG,"23,09",0,0,0,205012310,,10,20250101,00058000,
044612048,DG,0120131,TADALAFIL DOC*2CPR RIV 20MG,"9,79",0,0,0,205012310,,10,20250101,00019000,
041573078,DG,9999189,SILDENAFIL DOC*4CPR MAST 50MG,"16,32",0,0,0,205012310,,10,20250101,00029000,
041573116,DG,9999190,SILDENAFIL DOC*4CPR MAST 100MG,"26,34",0,0,0,205012310,,10,20250101,00046000,
041573080,DG,9999191,SILDENAFIL DOC*8CPR MAST 50MG,"26,34",0,0,0,205012310,,10,20250101,00046000,
041573128,DG,9999192,SILDENAFIL DOC*8CPR MAST 100MG,"43,96",0,0,0,205012310,,10,20250101,00076500,
043324019,DG,0088282,TOBRAMICINA DOC*COLL 5ML3MG/ML,"3,7",0,0,0,205012310,,10,20250101,00008400,
043354012,DG,0088283,TOBRAMICINA D DOC*5ML 3+1MG/ML,"3,7",0,0,0,205012310,,10,20250101,00008400,
034895019,DG,9909485,TIOCOLCHICOSIDE DOC 6FL 2ML IM,6,0,0,0,205012310,,10,20250101,00013000,
045827021,DG,0175415,ROSUVASTATINA EZ DO*30CPR 5+10,0,0,"38,35",0,205012310,,10,20240324,00008700,
042754073,DG,0176813,COLECALCIFEROLO DOC*4FL50000UI,"10,71",0,0,0,205012310,,10,20250101,00022500,
044101018,DG,0206189,TENOFOVIR DISOPROXIL DOC*30CPR,0,0,60,0,205012310,,10,20180302,00060000,
044114015,DG,0206190,ABACAVIR LAMIVUDINA DOC*30CPR,0,0,"38,35",0,205012310,,10,20180302,00060000,
044113013,DG,0162957,EMTRICITABINA TEN DOC*30CPR FL,0,0,60,0,205012310,,10,20200825,00060000,
042754034,DG,0168047,COLECALCIFEROLO DOC*4FL25000UI,"6,98",0,0,0,205012310,,10,20250101,00013000,
048268015,DG,0193998,BUPROPIONE DOC*30CPR 150MG RM,0,0,"38,35",0,205012310,,10,20200729,00023720,
036395034,DG,0193999,NIFEDIPINA DOC*28CPR 30MG RP,0,0,"38,35",0,205012310,,10,20201029,00009050,
044638017,DG,0202622,BRIMOCOMB*1FL 5ML 2MG+5MG/ML,0,0,"38,35",0,205012310,,10,20201127,00008940,
034512020,DG,9951165,LOPERAMIDE DOC*15CPR 2MG,"2,57",0,0,0,205012310,D,10,20210101,00000000,
040201042,DG,0109380,ESOMEPRAZOLO DOC*28CPS 20MG,0,0,"38,35",0,205012310,,10,20170202,00008420,
042456158,DG,0191500,"RIVASTIGMINA DOC*30CER 13,3MG",0,0,"38,35",0,205012310,,10,20200825,00079140,
047869019,DG,0193997,"SEVENDOC*COLL 5ML 0,1%+0,5%","12,79",0,0,0,205012310,,10,20250101,00021000,
045160013,DG,0153325,VARDENAFIL DOC*4CPR RIV 5MG,"8,52",0,0,0,205012310,,10,20250101,00016500,
045160037,DG,0153326,VARDENAFIL DOC*4CPR RIV 10MG,"16,45",0,0,0,205012310,,10,20250101,00031000,
045160049,DG,0153327,VARDENAFIL DOC*4CPR RIV 20MG,"28,01",0,0,0,205012310,,10,20250101,00052000,
